id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,iso_region,municipality,scheduled_service,gps_code,iata_code,score
26491,VEBD,medium_airport,Bagdogra Airport,26.68120003,88.32859802,412,IN-WB,Siliguri,1,VEBD,IXB,796
26523,VEVZ,small_airport,Vishakhapatnam Airport,17.72120094,83.22450256,15,IN-AP,Visakhapatnam,1,VOVZ,VTZ,446
26570,VILK,medium_airport,Chaudhary Charan Singh International Airport,26.76059914,80.88929749,410,IN-UP,Lucknow,1,VILK,LKO,1046
26550,VICG,medium_airport,Chandigarh Airport,30.67350006,76.78849792,1012,IN-CH,Chandigarh,1,VICG,IXC,796
26461,VASU,medium_airport,Surat Airport,21.1140995,72.7417984,16,IN-GJ,,1,VASU,STV,246
30171,VAJJ,small_airport,Juhu Aerodrome,19.09810066,72.834198,13,IN-MM,Mumbai,0,VAJJ,,46
26620,VOPB,medium_airport,Vir Savarkar International Airport,11.64120007,92.72969818,14,IN-AN,Port Blair,1,VOPB,IXZ,796
26459,VARP,small_airport,Raipur Airport,21.180401,81.7388,1041,IN-CT,Raipur,1,VERP,RPR,796
26578,VISR,medium_airport,Sheikh ul Alam Airport,33.98709869,74.77420044,5429,IN-JK,Srinagar,1,VISR,SXR,796
26453,VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.09219933,79.04720306,1033,IN-MM,Naqpur,1,VANP,NAG,1046
26462,VAUD,medium_airport,Maharana Pratap Airport,24.61770058,73.89610291,1684,IN-RJ,Udaipur,1,VAUD,UDR,1021
26433,VAAU,medium_airport,Aurangabad Airport,19.86269951,75.39810181,1911,IN-MM,Aurangabad,1,VAAU,IXU,921
26519,VERC,medium_airport,Birsa Munda Airport,23.31430054,85.32170105,2148,IN-JH,Ranchi,1,VERC,IXR,921
26436,VABJ,medium_airport,Bhuj Airport,23.28779984,69.67019653,268,IN-GJ,Bhuj,1,VABJ,BHJ,821
26606,VOBZ,medium_airport,Vijayawada Airport,16.53039932,80.79679871,82,IN-AP,,1,VOBZ,VGA,796
26489,VEAT,medium_airport,Agartala Airport,23.88699913,91.24040222,46,IN-TR,Agartala,1,VEAT,IXA,796
26507,VEJT,medium_airport,Jorhat Airport,26.73150063,94.17549896,311,IN-AS,Jorhat,1,VEJT,JRH,796
26622,VOPN,medium_airport,Sri Sathya Sai Airport,14.14929962,77.79109955,1558,IN-AP,Puttaparthi,0,VOPN,PUT,246
3319,VE89,small_airport,Darbhanga Airport,26.19280052,85.91690063,156,IN-BR,,0,VE89,,46
3299,VA2C,small_airport,Gondia Airport,21.52619934,80.29039764,990,IN-MM,,0,VAGD,,46
26458,VARK,medium_airport,Rajkot Airport,22.30920029,70.77950287,441,IN-GJ,Rajkot,1,VARK,RAJ,1021
26439,VABP,medium_airport,Raja Bhoj International Airport,23.28750038,77.33740234,1711,IN-MP,Bhopal,1,VABP,BHO,921
26504,VEIM,medium_airport,Imphal Airport,24.76000023,93.896698,2540,IN-MN,Imphal,1,VEIM,IMF,921
26448,VAJM,medium_airport,Jamnagar Airport,22.46549988,70.01260376,69,IN-GJ,Jamnagar,1,VAJM,JGA,821
26569,VILH,medium_airport,Leh Kushok Bakula Rimpochee Airport,34.13589859,77.54650116,10682,IN-JK,Leh,1,VILH,IXL,796
26623,VORY,medium_airport,Rajahmundry Airport,17.11039925,81.81819916,151,IN-AP,Rajahmundry,1,VORY,RJA,796
26627,VOTP,small_airport,Tirupati Airport,13.63249969,79.54329681,350,IN-AP,Tirupati,1,VOTP,TIR,446
26512,VEMN,medium_airport,Dibrugarh Airport,27.48390007,95.01689911,362,IN-AS,Dibrugarh,1,VEMN,DIB,321
26450,VAKJ,medium_airport,Khajuraho Airport,24.81719971,79.91860199,728,IN-MP,Khajuraho,1,VAKJ,HJR,321
26546,VIBR,medium_airport,Kullu Manali Airport,31.87669945,77.15440369,3573,IN-HP,,0,VIBR,KUU,246
26539,VIAM,medium_airport,Ambala Air Force Station,30.36809921,76.8167038,909,IN-HR,,0,VIAM,,246
26538,VIAL,medium_airport,Allahabad Airport,25.44009972,81.73390198,322,IN-UP,Allahabad,0,VIAL,IXD,246
3340,VO52,small_airport,Harihar Airport,14.53509998,75.78739929,1750,IN-KA,,0,VO52,,46
26499,VEDX,small_airport,Kalaikunda Air Force Station,22.33950043,87.21450043,200,IN-WB,,0,VEDX,,46
3301,VAOZ,medium_airport,Nashik Airport,20.119101,73.912903,1900,IN-MM,Nasik,1,VAOZ,ISK,46
46518,IN-0024,small_airport,Baramati Airport,18.226944,74.590833,1978,IN-MM,Pune,0,,,-4
26628,VOTR,medium_airport,Tiruchirapally Civil Airport Airport,10.76539993,78.70970154,288,IN-TN,Tiruchirappally,1,VOTR,TRZ,996
26565,VIJU,medium_airport,Jammu Airport,32.68909836,74.83740234,1029,IN-JK,Jammu,1,VIJU,IXJ,971
26437,VABM,medium_airport,Belgaum Airport,15.85929966,74.61830139,2487,IN-KA,Belgaum,1,VOBM,IXG,821
26440,VABV,medium_airport,Bhavnagar Airport,21.75219917,72.18520355,44,IN-GJ,Bhavnagar,1,VABV,BHU,821
26521,VETZ,medium_airport,Tezpur Airport,26.70910072,92.78469849,240,IN-AS,,1,VETZ,TEZ,796
26502,VEGY,medium_airport,Gaya Airport,24.74430084,84.95120239,380,IN-BR,,1,VEGY,GAY,796
26447,VAJB,medium_airport,Jabalpur Airport,23.17779922,80.05200195,1624,IN-MP,,1,VAJB,JLR,796
26554,VIDN,medium_airport,Dehradun Airport,30.189699,78.180298,1831,IN-UL,Dehradun,1,VIDN,DED,796
26454,VANR,closed,Gandhinagar Airport,19.96369934,73.80760193,1959,IN-MM,Nashik,1,VANR,,796
26456,VAPR,medium_airport,Porbandar Airport,21.64870071,69.65720367,23,IN-GJ,Porbandar,1,VAPR,PBD,796
26509,VEKU,medium_airport,Silchar Airport,24.91290092,92.97869873,352,IN-AS,Silchar,1,VEKU,IXS,796
3296,VA1P,small_airport,Diu Airport,20.71310043,70.9210968,31,IN-GJ,Diu,1,VA1P,DIU,446
26445,VAHB,medium_airport,Hubli Airport,15.36170006,75.0848999,2171,IN-KA,Hubli,1,VOHB,HBX,446
26452,VAKS,medium_airport,Keshod Airport,21.31710052,70.270401,167,IN-GJ,,0,VAKS,IXK,246
26557,VIGG,medium_airport,Kangra Airport,32.1651001,76.26339722,2525,IN-HP,,0,VIGG,DHM,246
26576,VISM,small_airport,Shimla Airport,31.0818,77.068001,5072,IN-HP,,0,VISM,SLV,246
26605,VOBR,medium_airport,Bidar Air Force Station,17.90810013,77.48709869,2178,IN-KA,,0,VOBR,,246
26602,VOAT,medium_airport,Agatti Airport,10.82369995,72.1760025,14,IN-LD,,0,VOAT,AGX,246
26520,VERK,medium_airport,Rourkela Airport,22.256701,84.814598,659,IN-OR,,0,VERK,RRK,246
26547,VIBT,medium_airport,Bhatinda Air Force Station,30.27009964,74.75579834,662,IN-PB,,0,VIBT,BUP,246
26537,VIAG,medium_airport,Agra Airport,27.15579987,77.96089935,551,IN-UP,,0,VIAG,AGR,246
26604,VOBI,medium_airport,Bellary Airport,15.16279984,76.88279724,30,IN-KA,Bellary,0,VOBI,BEP,246
26613,VODG,medium_airport,Dundigul Air Force Academy,17.62719917,78.40339661,2013,IN-TG,Hyderabad,0,VODG,,246
26506,VEJS,medium_airport,Sonari Airport,22.8132,86.1688,475,IN-JH,Jamshedpur,0,VEJS,IXW,246
26567,VIKO,medium_airport,Kota Airport,25.16020012,75.84559631,896,IN-RJ,Kota,0,VIKO,KTU,246
26571,VIPK,medium_airport,Pathankot Airport,32.233611,75.634444,1017,IN-PB,Pathankot,1,VIPK,IXP,246
26621,VOPC,medium_airport,Pondicherry Airport,11.968,79.812,134,IN-TN,Pondicherry,0,VOPC,PNY,246
26608,VOCC,small_airport,Willingdon Island Air Base,9.947389603,76.27310181,8,IN-KL,Kochi,0,VOCC,,121
26619,VONS,small_airport,Nagarjuna Sagar Airport,16.54269981,79.3187027,658,IN-AP,,0,VONS,,46
26493,VEBK,small_airport,Bokaro Airport,23.64349937,86.14890289,715,IN-BR,,0,VEBK,,46
3286,VA1E,small_airport,Bhilai Airport,21.2942009,81.37950134,1014,IN-CT,,0,VA1E,,46
3291,VA1K,small_airport,Raedhanpur Airport,23.22229958,68.89129639,135,IN-GJ,,0,VA1K,,46
26548,VIBW,small_airport,Bhiwani Airport,28.83699989,76.17910004,720,IN-HR,,0,VIBW,,46
3310,VE36,small_airport,Nuagaon Airport,20.51169968,83.44809723,656,IN-OR,,0,VE36,,46
26572,VIPL,small_airport,Patiala Airport,30.31480026,76.36450195,820,IN-PB,,0,VIPL,,46
26580,VIUT,small_airport,Uttarlai Airport,25.81299973,71.4822998,500,IN-RJ,,0,VIUT,,46
26614,VOHK,small_airport,Hakimpet Airport,17.55349922,78.52490234,2020,IN-TG,,0,VOHK,,46
26574,VIRB,small_airport,Fursatganj Airport,26.24850082,81.38050079,360,IN-UP,,0,VIRB,,46
26551,VICX,medium_airport,Kanpur Airport,26.404301,80.410103,410,IN-UP,Kanpur,0,VICX,KNU,46
3288,VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000,IN-MP,Rewa,1,VA1G,REW,46
26625,VOSX,small_airport,Coimbatore Air Force Station,11.01360035,77.15969849,1250,IN-TN,Sulur,0,VOSX,,46
26631,VOYK,small_airport,Yelahanka Air Force Station,13.13549995,77.60600281,3045,IN-KA,Yelahanka,0,VOYK,,46
312234,IN-0090,small_airport,Deoghar Airstrip,24.44666667,86.70694444,361,IN-JH,,0,,,-4
299921,IN-0068,closed,kanha,22.0926386,80.59553146,,IN-MP,,0,,,-4
301051,IN-0074,small_airport,Barbil Aerodrome (JSPL),22.04861389,85.37419444,,IN-OR,,0,,,-4
309893,VEKJ,small_airport,KEONJHAR AIRPORT,21.69666667,85.58166667,,IN-OR,,1,VEKJ,,-4
44908,IN-0013,small_airport,Nadirgul Airport,17.30606651,78.56048584,1811,IN-TG,,0,,,-4
309591,IN-0087,heliport,GAUCHER,30.28444444,79.16166667,,IN-UL,,0,,,-4
46481,IN-0023,small_airport,Amreli Airstrip,21.61985086,71.22333527,,IN-GJ,Amreli,0,,,-4
301145,IN-0077,closed,Bhagalpur Airport,25.249359,87.009779,,IN-BR,Bhagalpur,0,,,-4
44629,IN-VOHP,small_airport,"Kopal,Hospet Airport",15.358334,76.51667,1698,IN-KA,Hospete,0,,,-4
44630,VOKP,small_airport,Koppal Aerodrome,15.35910034,76.21929932,1700,IN-KA,Koppal,0,VOKP,,-4
46581,IN-0053,small_airport,Shibpur Airstrip,13.2363163,93.04973066,,IN-AN,Madhupur,0,,,-4
26451,VAKP,medium_airport,Kolhapur Airport,16.66469955,74.28939819,1996,IN-MM,,1,VAKP,KLH,796
26579,VIST,small_airport,Satna Airport,24.5623,80.854897,1060,IN-MP,,1,VIST,TNI,796
26490,VEAZ,heliport,Tuirial Airfield,23.7432,92.8024,1093,IN-MZ,Aizawl,0,VEAZ,,796
26513,VEMR,medium_airport,Dimapur Airport,25.88389969,93.77110291,487,IN-NL,Dimapur,1,VEMR,DMU,796
26558,VIGR,medium_airport,Gwalior Airport,26.29330063,78.22779846,617,IN-MP,Gwalior,1,VIGR,GWL,796
26566,VIKA,small_airport,Kanpur Civil Airport,26.441401,80.364899,411,IN-UP,Kanpur,0,VIKA,,796
26511,VELR,medium_airport,North Lakhimpur Airport,27.2954998,94.09760284,330,IN-AS,Lilabari,1,VELR,IXI,796
26492,VEBI,medium_airport,Shillong Airport,25.70359993,91.97869873,2910,IN-ML,Shillong,1,VEBI,SHL,796
26612,VOCX,medium_airport,Car Nicobar Air Force Station,9.152509689,92.81960297,5,IN-AN,,0,VOCX,CBD,246
26488,VEAN,medium_airport,Along Airport,28.1753006,94.80200195,900,IN-AR,,0,VEAN,IXV,246
26498,VEDB,medium_airport,Dhanbad Airport,23.83399963,86.4253006,847,IN-BR,,0,VEDB,DBD,246
26514,VEMZ,medium_airport,Muzaffarpur Airport,26.11910057,85.31369781,174,IN-BR,,0,VEMZ,MZU,246
26441,VADN,medium_airport,Daman Airport,20.43440056,72.84320068,33,IN-DD,,0,VADN,NMB,246
26552,VIDD,medium_airport,Safdarjung Airport,28.58449936,77.20580292,705,IN-DL,,0,VIDD,,246
26559,VIHR,medium_airport,Hissar Airport,29.17939949,75.75530243,700,IN-HR,,0,VIHR,HSS,246
26575,VISA,medium_airport,Sirsa Air Force Station,29.56060028,75.00610352,650,IN-HR,,0,VISA,,246
26581,VIUX,medium_airport,Udhampur Air Force Station,32.90219879,75.15619659,2066,IN-JK,,0,VIUX,,246
26457,VARG,medium_airport,Ratnagiri Airport,17.013599,73.327797,305,IN-MM,,0,VARG,RTC,246
26443,VAGN,small_airport,Guna Airport,24.654699,77.347298,1600,IN-MP,,0,VAGN,GUX,246
26568,VILD,medium_airport,Ludhiana Airport,30.85470009,75.95259857,834,IN-PB,,0,VILD,LUH,246
